******************************************************************
*    One-Year Scenario of Activities - Elderly in the SMAF Profile: P1  *
*    Coded version - 28/03/2015		                                   * 
*    Format : 										   *
*    <starting time> <end time> <action/activity code>		   *
*												   *
*    eHealth Monitoring Open Data Project					   *
*    https://sourceforge.net/projects/ehealthmonitoringproject/     *
28504509 28509428 19
28509516 28509894 2
28509957 28537418 24
28537588 28537899 7
28538019 28545583 24
28545827 28546890 3
28547052 28547421 7
28547483 28547666 4
28547746 28548085 13
28548195 28548468 4
28548540 28548985 2
28549091 28549280 4
28549341 28549766 15
28549882 28551181 1
28551324 28552395 17
28552473 28556012 16
28556102 28556289 4
28556363 28556684 34
28556752 28559994 1
28560161 28560354 34
28560418 28560761 13
28560853 28561192 4
28561293 28561672 7
28561762 28562107 4
28562188 28563099 17
28563206 28563565 4
28563677 28564126 7
28564221 28564486 4
28564563 28566718 19
28566811 28567908 17
28568022 28568163 18
28568236 28575873 24
28575948 28581524 19
28581637 28582330 17
28582439 28590727 33
28590800 28591141 4
28591219 28593601 16
28593670 28594187 2
28594302 28609969 24
28610119 28610583 7
28610702 28611002 4
28611094 28629827 24
28630026 28630749 3
28630829 28631138 5
28631205 28631591 13
28631697 28631932 4
28632028 28632539 2
28632626 28632809 4
28632915 28633245 7
28633313 28633534 4
28633599 28633930 15
28633996 28635529 1
28635706 28636036 4
28636148 28639358 19
28639445 28642882 16
28642973 28643296 4
28643369 28643693 7
28643770 28643960 18
28644057 28644305 34
28644424 28646794 1
28646794 28647039 4
28647115 28648954 19
28649041 28656315 24
28656409 28656674 4
28656752 28657870 17
28657987 28658271 4
28658345 28659846 17
28659930 28666969 19
28667082 28669458 16
28669518 28669751 34
28669864 28670676 12
28670762 28673294 19
28673403 28673927 2
28674041 28674604 6
28674774 28684933 33
28685002 28685461 2
28685550 28702581 24
28702737 28703096 7
28703161 28703433 4
28703533 28720789 24
28720972 28721911 3
28722065 28722369 13
28722418 28722741 7
28722843 28723185 4
28723264 28723632 2
28723698 28724027 4
28724118 28724508 15
28724572 28726321 1
28726394 28728902 16
28729014 28729215 4
28729293 28731380 1
28731529 28731851 34
28731919 28732234 4
28732319 28732790 13
28732888 28734181 19
28734246 28734519 4
28734597 28734935 34
28735043 28735377 4
28735484 28737531 19
28737651 28738100 7
28738171 28738395 4
28738504 28738898 7
28739004 28739345 4
28739429 28739556 18
28739625 28747290 24
28747362 28750096 19
28750164 28750750 7
28750824 28751172 4
28751244 28751954 17
28752014 28752612 13
28752677 28752869 4
28752949 28756549 1
28756694 28756911 4
28756960 28757428 6
28757601 28766512 33
28766572 28766906 2
28767008 28787271 24
28787403 28787903 7
28787973 28802255 24
28802438 28803536 3
28803614 28803878 5
28803966 28804549 7
28804633 28804869 4
28804968 28805551 13
28805670 28806166 2
28806293 28806616 4
28806682 28807082 15
28807193 28808983 1
28809149 28809744 7
28809852 28810101 4
28810218 28811807 10
28811891 28814424 11
28814493 28816789 16
28816879 28818330 19
28818415 28818661 34
28818755 28819057 4
28819147 28819535 7
28819635 28819888 4
28819991 28820230 34
28820350 28820804 7
28820876 28821129 4
28821189 28822861 19
28822968 28823107 18
28823206 28823793 13
28823859 28825780 19
28825842 28828211 1
28828291 28836122 24
28836202 28839354 19
28839471 28839718 34
28839837 28840518 12
28840619 28845291 19
28845353 28845878 2
28846036 28855215 33
28855282 28855852 2
28855947 28874688 24
28874854 28875449 7
28875563 28891779 24
28891991 28892231 4
28892338 28892918 7
28892979 28893220 4
28893333 28893731 13
28893841 28894205 2
28894304 28894580 4
28894647 28895751 3
28895870 28896230 5
28896295 28896860 15
28896951 28898417 1
28898506 28901421 16
28901508 28901822 4
28901927 28902416 7
28902512 28902763 4
28902831 28903254 7
28903351 28903632 4
28903700 28906774 1
28906937 28907124 18
28907233 28907639 13
28907741 28910101 19
28910185 28918196 24
28918300 28918900 13
28918963 28922986 19
28923069 28923840 12
28923901 28924703 17
28924793 28926619 35
28926701 28927151 7
28927236 28927585 4
28927651 28931049 16
28931049 28934649 1
28934803 28934996 34
28935105 28935518 13
28935611 28938677 19
28938766 28939229 2
28939290 28963328 24
28963498 28964034 7
28964154 28974689 24
28974943 28975292 4
28975352 28975874 2
28976038 28976320 4
28976383 28976721 7
28976819 28977796 3
28977901 28978084 5
28978189 28978758 13
28978841 28979124 4
28979198 28979598 15
28979716 28981417 1
28981544 28981793 4
28981861 28982165 6
28982258 28982882 17
28982943 28988784 33
28988855 28991106 16
28991216 28991463 4
28991574 28994329 1
28994455 28994690 18
28994771 29002266 24
29002403 29002876 7
29002972 29003170 4
29003247 29003620 13
29003716 29004025 4
29004104 29005080 17
29005167 29005626 7
29005689 29010982 19
29011069 29011372 2
29011458 29011857 6
29012022 29022126 33
29022247 29022733 7
29022800 29023008 4
29023092 29023621 13
29023691 29024204 2
29024271 29040429 24
29040583 29041164 7
29041269 29059850 24
29060096 29060742 3
29060872 29061273 7
29061352 29061703 4
29061773 29062138 2
29062220 29062785 13
29062878 29063102 4
29063173 29063518 15
29063633 29065350 1
29065515 29065754 4
29065834 29066385 7
29066455 29066705 4
29066780 29067180 7
29067276 29067571 4
29067668 29067993 14
29068097 29071504 19
29071577 29074705 16
29074820 29075164 4
29075258 29077034 19
29077115 29080500 1
29080640 29080837 18
29080924 29088376 24
29088490 29088707 4
29088825 29089185 13
29089264 29089649 7
29089763 29089945 4
29090052 29090787 17
29090896 29091104 4
29091200 29092202 17
29092279 29098203 19
29098264 29101062 16
29101062 29104662 1
29104841 29109090 19
29109189 29109731 7
29109809 29110407 2
29110480 29128748 24
29128896 29129422 7
29129528 29129789 4
29129859 29146165 24
29146399 29146589 4
29146698 29147175 7
29147291 29148461 3
29148558 29148826 5
29148905 29149354 2
29149454 29149840 13
29149909 29150263 4
29150353 29150781 15
29150892 29152689 1
29152816 29153135 4
29153224 29155194 19
29155255 29155674 13
29155760 29158273 19
29158352 29161088 16
29161188 29162401 19
29162521 29163093 7
29163174 29163446 4
29163562 29166946 1
29167120 29167357 18
29167424 29174957 24
29175019 29175554 7
29175649 29175963 4
29176038 29176595 13
29176705 29177019 4
29177116 29178363 17
29178424 29183319 19
29183408 29186829 16
29186829 29190429 1
29190578 29190971 7
29191085 29191388 4
29191502 29192305 17
29192372 29195102 35
29195222 29202459 33
29202548 29203136 2
29203221 29230607 24
29230772 29231320 7
29231402 29231636 4
29231705 29239408 24
29239597 29240411 3
29240554 29241151 13
29241182 29241574 7
29241669 29241963 4
29242037 29242472 2
29242533 29242813 4
29242929 29243312 15
29243417 29244810 1
29244882 29247190 16
29247295 29247553 4
29247630 29250139 1
29250266 29250467 18
29250555 29250993 7
29251101 29251321 4
29251429 29251675 34
29251780 29252235 7
29252338 29252557 4
29252675 29253107 13
29253199 29255171 19
29255248 29263290 24
29263443 29263738 4
29263820 29264789 17
29264870 29269326 19
29269395 29271706 16
29271706 29275306 1
29275440 29275655 4
29275727 29278481 35
29278567 29283664 19
29283730 29284292 2
29284377 29310271 24
29310448 29310790 7
29310866 29319732 24
29319994 29320286 4
29320352 29320732 2
29320822 29321072 4
29321154 29321607 13
29321685 29322021 4
29322082 29322566 7
29322641 29322841 4
29322924 29323981 3
29324076 29324268 5
29324349 29324807 15
29324911 29326543 1
29326627 29326974 7
29327054 29327397 4
29327507 29328225 17
29328324 29331352 35
29331438 29333524 16
29333635 29333981 7
29334056 29334322 4
29334432 29336102 19
29336172 29336594 7
29336712 29337007 4
29337075 29339045 19
29339140 29339440 4
29339501 29341194 19
29341310 29341642 4
29341751 29344206 1
29344357 29344583 18
29344657 29353126 24
29353208 29355392 19
29355496 29356050 2
29356113 29356622 7
29356689 29357048 4
29357152 29357664 13
29357778 29362009 19
29362082 29364531 16
29364531 29368131 1
29368260 29368529 34
29368605 29369482 12
29369544 29370106 2
29370203 29393277 24
29393451 29394023 7
29394114 29405843 24
29406091 29406433 4
29406515 29407083 13
29407180 29408279 3
29408349 29408504 5
29408586 29409131 2
29409275 29409460 4
29409545 29409886 7
29409969 29410160 4
29410229 29410621 15
29410723 29411969 1
29412138 29415356 19
29415441 29417230 10
29417335 29420023 11
29420095 29423464 16
29423635 29423867 34
29423946 29424802 17
29424897 29427296 19
29427413 29429568 1
29429741 29429944 18
29430018 29438934 24
29439021 29444951 19
29445069 29445654 2
29445717 29446167 6
29446327 29454357 33
29454531 29457861 19
29457940 29458536 2
29458651 29476641 24
29476806 29477397 7
29477471 29494395 24
29494630 29494944 4
29495029 29495513 2
29495620 29495946 13
29496024 29497095 3
29497158 29497470 5
29497576 29498074 7
29498170 29498426 4
29498514 29498841 15
29498908 29500162 1
29500299 29500515 4
29500609 29501117 14
29501204 29504133 35
29504218 29506733 16
29506814 29509176 19
29509281 29509755 13
29509834 29510098 4
29510160 29513409 1
29513546 29513714 18
29513804 29521639 24
29521813 29522164 7
29522263 29522456 4
29522568 29523035 13
29523098 29524133 17
29524204 29526579 19
29526660 29527184 2
29527246 29528407 17
29528522 29532122 1
29532290 29532556 34
29532616 29532958 4
29533043 29534109 17
29534218 29536171 16
29536240 29536449 34
29536519 29537084 7
29537174 29537488 4
29537550 29537919 13
29538026 29538471 2
29538545 29539070 7
29539152 29539428 4
29539514 29540561 17
29540639 29541490 12
29541608 29544327 35
29544407 29544795 2
29544881 29560872 24
29561044 29561583 7
29561703 29561958 4
29562030 29581049 24
29581297 29581637 4
29581701 29582202 2
29582322 29582568 4
29582649 29582958 13
29583021 29583840 3
29584018 29584508 7
29584577 29584759 4
29584852 29585238 15
29585320 29586604 1
29586780 29587040 4
29587117 29588213 17
29588324 29594814 33
29594876 29596686 16
29596795 29597128 4
29597219 29600350 1
29600350 29600662 4
29600730 29601053 34
29601132 29601477 4
29601541 29601791 34
29601899 29602087 4
29602156 29602562 7
29602643 29602903 4
29602970 29603290 13
29603404 29605366 19
29605455 29605915 7
29606031 29606219 4
29606308 29606467 18
29606538 29615041 24
29615131 29621694 19
29621784 29623745 16
29623745 29627345 1
29627498 29627811 34
29627902 29628452 13
29628540 29628978 2
29629065 29646400 24
29646572 29647000 7
29647076 29664092 24
29664301 29665104 3
29665227 29665626 13
29665648 29665967 7
29666040 29666233 4
29666322 29666756 2
29666837 29667121 4
29667200 29667737 15
29667817 29669377 1
29669502 29669741 4
29669838 29673347 35
29673457 29673843 13
29673911 29676752 35
29676828 29679668 16
29679766 29681638 19
29681722 29681945 4
29682008 29684027 1
29684156 29684303 18
29684413 29684636 34
29684750 29685059 4
29685155 29685351 34
29685464 29687836 19
29687909 29696650 24
29696724 29698642 19
29698715 29699273 7
29699367 29699640 4
29699715 29702535 16
29702535 29706135 1
29706265 29706543 4
29706606 29707172 13
29707232 29708279 17
29708377 29709149 12
29709247 29713387 19
29713473 29713811 2
29713887 29714201 6
29714223 29714517 4
29714580 29714883 2
29714943 29732129 24
29732297 29732718 7
29732778 29749972 24
29750129 29750638 7
29750870 29751152 4
29751224 29751724 7
29751811 29752145 4
29752233 29752605 13
29752723 29753302 2
29753397 29753634 4
29753717 29754726 3
29754839 29755119 5
29755211 29755729 15
29755825 29757469 1
29757589 29757842 4
29757931 29758686 17
29758762 29761863 19
29761936 29764416 16
29764486 29764757 4
29764830 29765471 17
29765537 29768697 1
29768854 29769049 34
29769159 29769436 4
29769530 29769931 13
29770024 29770551 7
29770651 29770838 4
29770901 29771230 34
29771342 29771531 4
29771637 29773434 19
29773501 29773750 4
29773820 29774156 7
29774245 29774495 4
29774593 29776274 19
29776391 29777505 17
29777573 29778778 19
29778886 29779056 18
29779139 29787906 24
29787990 29792302 19
29792394 29792956 2
29793109 29802236 33
29802318 29802795 2
29802862 29818923 24
29819095 29819610 7
29819720 29819963 4
29820051 29838509 24
29838705 29839350 3
29839503 29840055 13
29840090 29840482 7
29840577 29840877 4
29840943 29841416 2
29841503 29841741 4
29841817 29842409 15
29842485 29844123 1
29844272 29845193 17
29845270 29845808 7
29845896 29846078 4
29846143 29848685 35
29848773 29852359 16
29852477 29854765 19
29854831 29855859 17
29855978 29856213 4
29856312 29856868 7
29856973 29857314 4
29857425 29857772 7
29857835 29858077 4
29858193 29861783 1
29861931 29862274 34
29862348 29864545 19
29864610 29865685 17
29865785 29866127 34
29866241 29866434 18
29866498 29875243 24
29875326 29881345 19
29881436 29881814 6
29881852 29882099 4
29882171 29884958 16
29884958 29888558 1
29888643 29889163 2
29889224 29903771 24
29903903 29904295 7
29904368 29904644 4
29904733 29924733 24
29924959 29925668 3
29925737 29925927 5
29926006 29926471 13
29926535 29926730 4
29926825 29927222 2
29927288 29927816 7
29927914 29928263 4
29928330 29928816 15
29928921 29930511 1
29930638 29930858 4
29930922 29933555 35
29933626 29935867 19
29935930 29937780 16
29937878 29938150 4
29938217 29941511 1
29941679 29941863 34
29941949 29944151 19
29944267 29944617 7
29944681 29944951 4
29945014 29946560 19
29946666 29946828 18
29946890 29954636 24
29954797 29955254 7
29955314 29955535 4
29955649 29956241 13
29956313 29958246 19
29958311 29958705 6
29958839 29968561 33
29968736 29969308 13
29969369 29970495 17
29970606 29971077 2
29971162 29975837 19
29975897 29976443 2
29976540 30005192 24
30005344 30005894 7
30006009 30012436 24
30012649 30013002 4
30013082 30013460 13
30013535 30014404 3
30014465 30014680 5
30014748 30015093 2
30015248 30015462 4
30015580 30015965 7
30016059 30016317 4
30016401 30016764 15
30016863 30018521 1
30018670 30018922 4
30019030 30020307 10
30020416 30023258 11
30023318 30025759 16
30025937 30026287 34
30026348 30029335 1
30029486 30029671 34
30029783 30030043 4
30030114 30030642 7
30030723 30030917 4
30030999 30032552 19
30032622 30032957 7
30033018 30033297 4
30033392 30034143 17
30034258 30034611 4
30034694 30036675 19
30036751 30037074 4
30037181 30037669 13
30037784 30039841 19
30039959 30041116 17
30041194 30041530 4
30041604 30041770 18
30041831 30049533 24
30049602 30053199 19
30053260 30053670 13
30053751 30054939 17
30055049 30055560 2
30055631 30055943 4
30056022 30059622 1
30059786 30060205 13
30060267 30060783 2
30060870 30086304 24
30086478 30087018 7
30087103 30096361 24
30096593 30097715 3
30097887 30098221 7
30098285 30098612 4
30098685 30099088 2
30099170 30099530 4
30099598 30099987 13
30100073 30100352 4
30100436 30101018 15
30101094 30102868 1
30102945 30103246 7
30103339 30103696 4
30103782 30106056 19
30106157 30107214 17
30107291 30110187 16
30110258 30110538 4
30110601 30113839 1
30113988 30114124 18
30114194 30114629 13
30114697 30117091 19
30117187 30117448 34
30117558 30119317 19
30119383 30127850 24
30127966 30128228 4
30128344 30128697 13
30128758 30132828 19
30132934 30133432 2
30133547 30133983 6
30134132 30144237 33
30144406 30144892 7
30144992 30145240 4
30145318 30147189 35
30147267 30147569 2
30147648 30175813 24
30175946 30176493 7
30176557 30182756 24
30182965 30183306 4
30183424 30183871 13
30183940 30185046 3
30185129 30185420 5
30185494 30185833 7
30185940 30186287 4
30186373 30186869 2
30187040 30187233 4
30187299 30187671 15
30187738 30189476 1
30189600 30189841 4
30189914 30190326 6
30190434 30192237 19
30192321 30192772 2
30192888 30198388 33
30198453 30200926 16
30201025 30201265 4
30201381 30201901 13
30201964 30203504 19
30203586 30203772 18
30203879 30204176 4
30204261 30206724 1
30206785 30215730 24
30215799 30219243 19
30219344 30219906 2
30220037 30230603 33
30230743 30231045 13
30231110 30234603 35
30234666 30234970 2
30235059 30257858 24
30258008 30258438 7
30258507 30258716 4
30258778 30270933 24
30271162 30272346 3
30272518 30272890 13
30272916 30273491 7
30273557 30273909 4
30274010 30274607 2
30274727 30275039 4
30275146 30275452 15
30275523 30276753 1
30276923 30277224 4
30277289 30278266 17
30278350 30280741 35
30280801 30284215 16
30284329 30284510 4
30284618 30285922 19
30286030 30286868 17
30286934 30290500 1
30290637 30290808 18
30290877 30298663 24
30298800 30299176 7
30299289 30299592 4
30299672 30300168 13
30300270 30300813 7
30300893 30301097 4
30301173 30302227 17
30302311 30309376 19
30309468 30311349 16
30311349 30314949 1
30315120 30315375 34
30315469 30316305 12
30316394 30316728 4
30316793 30323586 19
30323670 30324067 2
30324172 30348808 24
30348972 30349413 7
30349522 30349770 4
30349884 30359718 24
30359928 30360123 4
30360218 30360590 2
30360663 30361099 13
30361202 30362234 3
30362344 30362558 5
30362650 30363114 7
30363186 30363427 4
30363506 30363962 15
30364061 30365290 1
30365413 30365683 4
30365768 30369053 19
30369142 30371017 16
30371100 30371304 4
30371377 30373631 19
30373734 30373908 18
30373972 30374306 7
30374419 30374753 4
30374866 30377513 1
30377582 30385019 24
