*****************************************************************************************************
*    One-Year Scenario of Activities - Elderly with dependency level changes:   					*
*    P1 for months 1-2-3 ; P3 for months 4-5-6 ; P6 for months 7-8-9 and P8/P9 for months 10-11-12	*
*    Coded version - 28/03/2015   	                                   		         					* 
*    Format : 										                 					*
*    <starting time> <end time> <action/activity code>		                 					*
*												                 					*
*    eHealth Monitoring Open Data Project					                 					*
*    https://sourceforge.net/projects/ehealthmonitoringproject/                   					*
25198482 25208106 24
25208195 25212214 19
25212348 25212706 13
25212866 25216229 35
25216366 25219706 19
25219869 25223469 1
25223550 25224144 2
25224207 25247707 24
25247866 25248257 7
25248322 25259769 24
25260025 25260598 7
25260720 25261042 4
25261190 25266799 35
25266970 25267302 7
25267478 25267802 4
25267977 25273591 19
25273677 25277986 19
25278145 25278422 4
25278584 25281478 1
25281552 25291696 24
25291765 25295644 19
25295817 25299417 1
25299561 25299805 4
25299979 25300573 13
25300743 25304914 19
25305065 25305485 13
25305621 25308249 35
25308328 25308908 2
25308972 25333534 24
25333659 25334246 7
25334354 25344325 24
25344531 25345015 7
25345165 25345512 4
25345649 25351183 19
25351340 25358524 35
25358600 25363277 19
25363415 25363596 4
25363763 25367243 1
25367325 25377621 24
25377690 25380863 19
25381028 25384628 1
25384805 25385027 4
25385167 25385653 13
25385816 25389252 35
25389374 25391335 19
25391494 25394219 35
25394343 25397429 19
25397499 25397842 2
25397921 25413389 24
25413512 25414097 7
25414198 25433581 24
25433828 25434231 2
25434404 25434930 7
25435083 25435266 4
25435441 25440978 35
25441110 25441552 7
25441615 25447039 19
25447211 25447423 4
25447590 25449405 1
25449532 25449866 4
25450007 25450408 13
25450572 25456713 19
25456797 25466417 24
25466488 25473930 19
25474053 25474449 13
25474613 25476756 19
25476917 25480517 1
25480651 25480870 4
25480943 25481381 2
25481454 25504138 24
25504304 25504838 7
25504954 25505301 4
25505372 25517017 24
25517235 25517671 2
25517821 25518224 7
25518352 25518687 4
25518824 25519190 13
25519365 25526229 35
25526358 25532399 19
25532480 25537944 19
25538080 25538357 4
25538501 25540410 1
25540486 25550728 24
25550802 25557116 19
25557268 25560868 1
25560994 25561311 4
25561487 25565037 19
25565200 25565676 7
25565848 25566038 4
25566214 25576805 19
25576875 25577452 2
25577523 25593131 24
25593304 25593837 7
25593942 25613152 24
25613367 25613939 2
25614082 25614552 7
25614624 25619066 19
25619219 25619416 4
25619578 25623094 1
25623258 25623440 4
25623604 25630473 19
25630555 25639610 24
25639673 25644875 19
25645008 25648608 1
25648749 25648953 4
25649109 25651583 35
25651738 25656167 19
25656243 25656671 2
25656750 25683497 24
25683632 25683942 7
25684054 25684283 4
25684401 25692073 24
25692304 25692605 2
25692785 25693309 7
25693453 25693634 4
25693792 25694356 13
25694517 25701225 35
25701303 25706176 19
25706304 25706540 4
25706716 25709239 1
25709360 25709795 7
25709965 25710206 4
25710356 25714241 19
25714314 25724593 24
25724670 25734282 19
25734457 25738057 1
25738224 25738506 4
25738679 25739111 13
25739245 25741110 35
25741183 25741590 2
25741690 25761622 24
25761800 25762369 7
25762470 25777620 24
25777820 25778300 7
25778448 25778662 4
25778823 25779357 13
25779514 25785990 35
25786078 25793188 19
25793258 25799120 19
25799285 25799498 4
25799654 25802404 1
25802466 25812086 24
25812167 25822580 19
25822720 25826320 1
25826474 25826829 4
25826918 25827443 2
25827521 25847902 24
25848057 25848369 7
25848471 25862813 24
25863023 25863600 7
25863745 25863980 4
25864136 25864661 13
25864817 25871678 35
25871847 25878188 19
25878275 25883562 19
25883707 25884047 4
25884207 25888923 19
25889091 25889576 13
25889744 25895930 19
25896091 25899675 1
25899735 25910322 24
25910406 25912233 19
25912360 25912831 13
25912951 25918698 19
25918855 25919179 7
25919307 25919521 4
25919664 25923264 1
25923345 25923901 2
25923992 25942697 24
25942833 25943401 7
25943480 25943660 4
25943751 25959966 24
25960090 25965763 19
25965883 25966205 4
25966327 25968402 1
25968570 25968757 4
25968912 25973168 19
25973252 25982734 24
25982815 25990133 19
25990284 25993884 1
25994016 25994332 4
25994496 26000492 19
26000572 26000984 2
26001065 26020443 24
26020592 26021099 7
26021200 26036489 24
26036719 26037042 2
26037217 26037580 7
26037745 26037934 4
26038109 26043622 19
26043773 26049544 35
26049614 26054244 19
26054419 26054747 4
26054885 26057349 1
26057437 26066682 24
26066855 26067454 7
26067566 26067747 4
26067828 26074368 19
26074504 26074867 7
26075005 26075224 4
26075389 26078989 1
26079144 26079554 13
26079693 26082621 35
26082769 26087335 19
26087421 26087855 2
26087930 26105868 24
26106009 26106490 7
26106581 26123694 24
26123897 26124382 2
26124528 26124857 7
26124994 26125197 4
26125319 26132410 19
26132476 26138970 19
26139103 26139326 4
26139478 26142765 1
26142909 26143179 4
26143299 26143789 13
26143872 26154239 24
26154327 26159058 19
26159201 26162801 1
26162979 26163493 7
26163652 26164002 4
26164156 26167346 35
26167517 26176286 19
26176361 26176850 2
26176910 26198233 24
26198413 26198786 7
26198858 26212241 24
26212458 26212901 2
26213029 26213481 7
26213648 26213908 4
26214034 26214626 13
26214806 26221978 35
26222046 26228762 19
26228913 26229239 4
26229365 26231875 1
26231952 26242385 24
26242468 26249244 19
26249381 26252981 1
26253114 26253374 4
26253541 26255349 35
26255478 26258587 19
26258677 26259161 2
26259230 26283873 24
26284026 26284521 7
26284634 26294433 24
26294690 26295154 2
26295313 26295909 7
26296085 26296341 4
26296496 26296847 13
26297018 26303333 19
26303483 26309108 35
26309173 26313566 19
26313739 26314028 4
26314178 26317285 1
26317365 26326943 24
26327016 26331668 19
26331834 26335434 1
26335580 26335835 4
26336001 26340253 19
26340386 26343177 35
26343355 26348631 19
26348721 26349090 2
26349189 26373291 24
26373440 26373789 7
26373885 26384382 24
26384614 26385040 7
26385175 26385356 4
26385514 26390959 35
26391104 26396794 19
26396871 26402513 19
26402670 26402897 4
26403047 26403520 13
26403663 26408805 19
26408972 26410828 1
26410903 26420264 24
26420332 26430404 19
26430545 26434145 1
26434213 26434594 2
26434679 26463128 24
26463261 26463674 7
26463763 26464002 4
26464100 26470445 24
26470647 26471060 7
26471196 26471523 4
26471696 26478637 19
26478704 26485379 19
26485556 26485769 4
26485945 26488784 1
26488931 26489164 4
26489242 26499158 24
26499318 26499604 4
26499692 26510426 19
26510548 26510941 13
26511085 26513445 35
26513591 26517191 1
26517366 26517548 4
26517671 26520035 35
26520111 26520659 2
26520775 26538987 24
26539128 26539619 7
26539702 26555962 24
26556163 26556667 7
26556795 26557079 4
26557256 26563903 35
26563994 26569585 19
26569665 26573974 19
26574137 26574393 4
26574571 26577839 1
26577909 26587754 24
26587842 26597446 19
26597601 26598189 13
26598322 26601213 35
26601355 26606042 19
26606219 26609819 1
26609889 26610438 2
26610556 26639272 24
26639429 26639922 7
26640010 26640233 4
26640464 26640956 2
26641099 26641430 7
26641587 26641867 4
26642001 26648077 19
26648214 26655360 35
26655430 26660947 19
26661095 26661372 4
26661495 26664943 1
26665020 26675720 24
26675809 26685827 19
26685963 26689563 1
26689690 26690150 7
26690308 26690500 4
26690561 26691038 2
26691135 26706730 24
26706878 26707301 7
26707394 26707742 4
26707814 26726909 24
26727124 26727497 7
26727663 26727848 4
26727982 26733877 35
26734054 26740382 19
26740456 26746528 19
26746648 26746972 4
26747102 26750000 1
26750083 26760253 24
26760329 26762634 19
26762761 26766361 1
26766492 26766768 4
26766935 26768830 35
26768966 26773298 19
26773465 26773972 7
26774122 26774321 4
26774457 26776852 35
26776930 26777316 2
26777384 26800850 24
26801000 26801452 7
26801568 26801767 4
26801842 26813287 24
26813530 26814055 2
26814215 26814794 7
26814941 26815217 4
26815352 26815945 13
26816090 26822286 35
26822393 26829241 19
26829311 26836184 19
26836328 26836654 4
26836828 26839331 1
26839416 26849891 24
26849958 26857831 19
26857961 26861527 35
26861685 26871187 19
26871361 26874961 1
26875030 26875580 2
26875667 26902841 24
26903060 26903614 7
26903794 26904098 4
26904238 26910399 19
26910468 26914573 19
26914696 26915053 4
26915173 26917121 1
26917262 26917507 4
26917632 26918046 13
26918219 26924683 19
26924762 26934322 24
26934409 26943701 19
26943846 26947255 35
26947426 26951026 1
26951104 26951569 2
26951679 26971850 24
26971987 26972302 7
26972398 26972735 4
26972815 26987161 24
26987400 26987836 2
26987987 26988327 7
26988452 26988722 4
26988891 26995255 35
26995359 27001879 19
27001948 27008590 19
27008721 27008984 4
27009107 27011217 1
27011298 27020660 24
27020726 27023994 19
27024116 27026281 35
27026405 27036482 19
27036627 27040227 1
27040307 27040616 2
27040693 27056039 24
27056161 27056583 7
27056653 27076052 24
27076255 27076660 7
27076791 27077017 4
27077147 27077530 13
27077663 27084465 35
27084549 27088681 19
27088843 27089201 4
27089322 27091958 1
27092091 27092364 4
27092523 27098292 19
27098372 27108268 24
27108357 27118888 19
27119030 27122630 1
27122707 27123294 2
27123390 27151252 24
27151420 27152019 7
27152122 27152366 4
27152464 27159318 24
27159549 27160121 2
27160293 27160746 7
27160919 27161120 4
27161283 27167670 19
27167847 27174579 35
27174647 27181054 19
27181206 27181563 4
27181701 27184281 1
27184346 27194476 24
27194540 27203187 19
27203334 27206934 1
27207075 27207317 4
27207464 27215113 19
27215197 27215769 2
27215833 27241422 24
27241576 27242053 7
27242169 27250952 24
27251160 27251539 2
27251709 27252066 7
27252228 27252461 4
27252621 27259512 35
27259578 27265888 19
27266014 27266342 4
27266503 27269019 1
27269100 27278405 24
27278483 27286909 19
27287059 27290206 35
27290375 27293975 1
27294113 27294521 7
27294659 27294874 4
27295030 27297493 35
27297558 27298078 2
27298179 27314732 24
27314855 27315165 7
27315236 27315574 4
27315672 27333830 24
27334021 27334568 2
27334707 27335035 7
27335200 27335539 4
27335691 27336286 13
27336429 27343554 19
27343627 27348047 19
27348221 27348454 4
27348593 27350519 1
27350685 27350988 4
27351139 27357935 19
27358021 27367897 24
27367977 27375435 19
27375581 27379181 1
27379318 27379670 4
27379797 27381743 35
27381811 27382242 2
27382311 27407007 24
27407170 27407553 7
27407630 27417617 24
27417875 27418262 7
27418383 27418725 4
27418857 27419268 13
27419424 27426175 35
27426330 27431934 19
27432007 27436023 19
27436189 27436458 4
27436618 27439548 1
27439631 27450168 24
27450241 27452909 19
27453072 27456672 1
27456830 27457127 4
27457253 27457803 13
27457970 27466049 19
27466180 27466721 13
27466852 27468979 35
27469043 27469593 2
27469674 27488794 24
27488942 27489334 7
27489435 27505023 24
27505240 27505624 7
27505761 27506016 4
27506157 27506485 13
27506631 27513788 19
27513954 27519469 35
27519535 27525845 19
27525996 27526418 7
27526572 27526907 4
27527055 27529661 1
27529740 27539443 24
27539511 27541389 19
27541516 27544313 35
27544450 27548208 19
27548333 27551933 1
27552061 27552252 4
27552411 27558168 19
27558233 27558698 2
27558813 27583017 24
27583174 27583665 7
27583760 27583990 4
27584060 27594918 24
27595119 27595698 2
27595849 27596197 7
27596377 27596655 4
27596833 27602916 19
27602978 27607431 19
27607601 27607918 4
27608070 27611239 1
27611418 27611751 4
27611876 27617156 19
27617231 27627423 24
27627491 27630351 19
27630476 27634076 1
27634254 27634438 4
27634571 27643284 19
27643370 27643873 2
27643963 27661526 24
27661692 27662123 7
27662189 27679148 24
27679390 27679804 2
27679938 27680363 7
27680485 27680778 4
27680909 27687819 19
27687896 27693528 19
27693679 27693922 4
27694043 27696156 1
27696298 27696542 4
27696669 27697042 13
27697167 27703488 19
27703572 27713203 24
27713283 27719484 19
27719616 27720001 7
27720150 27720492 4
27720643 27724243 1
27724364 27724721 7
27724882 27725089 4
27725211 27725569 13
27725707 27727829 35
27727915 27728245 2
27728361 27755173 24
27755350 27755939 7
27756008 27763421 24
27763608 27764021 2
27764164 27764490 7
27764635 27764894 4
27765072 27771290 19
27771428 27778100 35
27778170 27782796 19
27782947 27783179 4
27783345 27786432 1
27786502 27797174 24
27797263 27799502 19
27799628 27803228 1
27803393 27803728 13
27803874 27806080 35
27806234 27809773 19
27809930 27812030 35
27812153 27821449 19
27821532 27821983 2
27822067 27840132 24
27840261 27840606 7
27840672 27856980 24
27857216 27857812 7
27857965 27858217 4
27858356 27865303 19
27865364 27869133 19
27869272 27869514 4
27869641 27872945 1
27873018 27883787 24
27883870 27891372 19
27891530 27895130 1
27895304 27895562 4
27895689 27899743 19
27899902 27903373 35
27903452 27904002 2
27904107 27931869 24
27931995 27932453 7
27932538 27939588 24
27939792 27940204 7
27940345 27940675 4
27940852 27946296 35
27946438 27946951 7
27947022 27951750 19
27951871 27952110 4
27952283 27955237 1
27955373 27955686 4
27955833 27956329 13
27956493 27962827 19
27962905 27972125 24
27972206 27980546 19
27980704 27984304 1
27984465 27984732 4
27984877 27987914 35
27987999 27988482 2
27988580 28004294 24
28004471 28005070 7
28005181 28005432 4
28005552 28024093 24
28024306 28024799 7
28024947 28025301 4
28025428 28026004 13
28026157 28032342 19
28032465 28038887 35
28038969 28043135 19
28043263 28043479 4
28043637 28047191 1
28047279 28056868 24
28056944 28066546 19
28066668 28070268 1
28070406 28070712 4
28070839 28071402 13
28071534 28074783 19
28074865 28075368 2
28075476 28100054 24
28100176 28100695 7
28100802 28111079 24
28111307 28111821 2
28111953 28112274 7
28112407 28112680 4
28112815 28118844 35
28118993 28125956 19
28126016 28132623 19
28132744 28133016 4
28133186 28136031 1
28136105 28146382 24
28146464 28151091 19
28151266 28151856 7
28152033 28152350 4
28152474 28156074 1
28156249 28156753 7
28156876 28157226 4
28157389 28160663 35
28160727 28161165 2
28161263 28179555 24
28179704 28180220 7
28180316 28180572 4
28180684 28197292 24
28197497 28198055 7
28198204 28198537 4
28198697 28205306 35
28205474 28211137 19
28211210 28217483 19
28217623 28217945 4
28218089 28220509 1
28220581 28230166 24
28230255 28237468 19
28237611 28241211 1
28241374 28241805 7
28241985 28242268 4
28242416 28252555 19
28252639 28253215 2
28253294 28268124 24
28268288 28268823 7
28268887 28288631 24
28288834 28289431 7
28289608 28289834 4
28289967 28296754 19
28296833 28302771 19
28302896 28303232 7
28303353 28308562 19
28308699 28310789 1
28310861 28320133 24
28320217 28328989 19
28329161 28332761 1
28332842 28333417 2
28333483 28360737 24
28360915 28361493 7
28361572 28361909 4
28362011 28369733 24
28369967 28370365 2
28370510 28371098 7
28371269 28371499 4
28371665 28372074 13
28372196 28377921 19
28378085 28378513 7
28378690 28378886 4
28378967 28384967 19
28385135 28385466 4
28385628 28389065 1
28389201 28389475 4
28389618 28395355 19
28395416 28404597 24
28404681 28411509 19
28411636 28412100 7
28412232 28412458 4
28412587 28416187 1
28416353 28416600 4
28416774 28419113 35
28419187 28419593 2
28419710 28442561 24
28442711 28443212 7
28443295 28454655 24
28454895 28455405 7
28455531 28455716 4
28455863 28462962 35
28463101 28463465 7
28463602 28463787 4
28463938 28464337 13
28464480 28470674 19
28470758 28474766 19
28474916 28475215 4
28475354 28478074 1
28478147 28488095 24
28488182 28492285 19
28492454 28496054 1
28496205 28496678 7
28496845 28502034 19
28502188 28502554 13
28502728 28505541 35
28505614 28506039 2
28506111 28529292 24
28529463 28530042 7
28530126 28541579 24
28541824 28542291 7
28542430 28542738 4
28542900 28543332 13
28543509 28548931 35
28549074 28555152 19
28555225 28561141 19
28561262 28561589 4
28561756 28563909 1
28563996 28574752 24
28574827 28578868 19
28579040 28579346 13
28579481 28583633 19
28583774 28587374 1
28587547 28587800 4
28587966 28590824 35
28590983 28599412 19
28599497 28599825 2
28599913 28628661 24
28628898 28629272 7
28629399 28629666 4
28629803 28636697 19
28636835 28637274 7
28637444 28637662 4
28637828 28643966 35
28644054 28647834 19
28647975 28648320 4
28648451 28652912 19
28653032 28656043 1
28656118 28665335 24
28665407 28673783 19
28673961 28677561 1
28677721 28678024 4
28678094 28678652 2
28678739 28706694 24
28706837 28707261 7
28707381 28707579 4
28707692 28714780 24
28714975 28715353 2
28715481 28715914 7
28716091 28716318 4
28716492 28722317 35
28722428 28728062 19
28728125 28733432 19
28733605 28733857 4
28734020 28737039 1
28737126 28746744 24
28746809 28754559 19
28754684 28758284 1
28758461 28758645 4
28758806 28761139 35
28761269 28763727 19
28763892 28764425 7
28764506 28764891 2
28765003 28790056 24
28790180 28790742 7
28790816 28800569 24
28800769 28801193 2
28801323 28801784 7
28801941 28802223 4
28802378 28802794 13
28802947 28809947 19
28810105 28817067 35
28817137 28822578 19
28822737 28823079 4
28823240 28825948 1
28826023 28835112 24
28835187 28841350 19
28841519 28845119 1
28845287 28845621 4
28845771 28846199 13
28846326 28854952 19
28855030 28855579 2
28855688 28876582 24
28876743 28877060 7
28877130 28891060 24
28891314 28891616 7
28891766 28892049 4
28892203 28898203 19
28898265 28903343 19
28903518 28903805 4
28903968 28907284 1
28907451 28907742 4
28907890 28914894 19
28914975 28925426 24
28925514 28929363 19
28929541 28933141 1
28933290 28933536 4
28933663 28938628 19
